Surprisal	Preposition	E/D	Connective	Crossing
79.15245819091797	Near		; thus, 	C_nX
78.14546203613281	Near		; that is, 	C_nX
79.95563507080078	Near		; therefore, 	C_nX
79.14403533935547	Near		; in short, 	C_nX
84.16729736328125	Near		; again, 	C_nX
81.5013198852539	Near		; I repeat, 	C_nX
80.84195709228516	By		. Thus, 	C_nX
82.29095458984375	By		. That is, 	C_nX
81.79866790771484	By		. Therefore, 	C_nX
81.6107406616211	By		. In short, 	C_nX
86.6083984375	By		. Again, 	C_nX
84.97955322265625	By		. I repeat, 	C_nX
81.37748718261719	By		; thus, 	C_nX
81.29627990722656	By		; that is, 	C_nX
82.21675109863281	By		; therefore, 	C_nX
82.01409149169922	By		; in short, 	C_nX
87.56733703613281	By		; again, 	C_nX
84.33428955078125	By		; I repeat, 	C_nX
80.65872955322266	Near		. Thus, 	C_nX
81.43148803710938	Near		. That is, 	C_nX
81.70443725585938	Near		. Therefore, 	C_nX
81.09711456298828	Near		. In short, 	C_nX
86.00617980957031	Near		. Again, 	C_nX
84.1233901977539	Near		. I repeat, 	C_nX
81.21842193603516	Near		; thus, 	C_nX
80.53555297851562	Near		; that is, 	C_nX
82.11381530761719	Near		; therefore, 	C_nX
81.70140075683594	Near		; in short, 	C_nX
86.89210510253906	Near		; again, 	C_nX
83.7632064819336	Near		; I repeat, 	C_nX
55.39208221435547	Near		. Thus, 	C_X
56.54703140258789	By		. Thus, 	C_X
57.016441345214844	Near		. Thus, 	C_X
56.26171875	Near		. That is, 	C_X
57.92537307739258	By		. That is, 	C_X
58.140316009521484	Near		. That is, 	C_X
56.03248596191406	Near		. Therefore, 	C_X
57.05013656616211	By		. Therefore, 	C_X
57.68302917480469	Near		. Therefore, 	C_X
55.47698974609375	Near		. In short, 	C_X
57.20629119873047	By		. In short, 	C_X
57.465049743652344	Near		. In short, 	C_X
57.75779724121094	Near		. Again, 	C_X
59.53966522216797	By		. Again, 	C_X
59.831748962402344	Near		. Again, 	C_X
56.34942626953125	Near		. I repeat, 	C_X
58.058555603027344	By		. I repeat, 	C_X
57.910526275634766	Near		. I repeat, 	C_X
55.64453887939453	Near		; thus, 	C_X
56.68970489501953	By		; thus, 	C_X
57.20063400268555	Near		; thus, 	C_X
55.15061950683594	Near		; that is, 	C_X
56.781272888183594	By		; that is, 	C_X
56.961669921875	Near		; that is, 	C_X
56.137367248535156	Near		; therefore, 	C_X
57.114768981933594	By		; therefore, 	C_X
57.745872497558594	Near		; therefore, 	C_X
55.19475555419922	Near		; in short, 	C_X
56.84249496459961	By		; in short, 	C_X
57.17538833618164	Near		; in short, 	C_X
57.28071594238281	Near		; again, 	C_X
59.19844055175781	By		; again, 	C_X
59.30586624145508	Near		; again, 	C_X
55.868408203125	Near		; I repeat, 	C_X
57.49863815307617	By		; I repeat, 	C_X
57.5308952331543	Near		; I repeat, 	C_X
55.39208221435547	Near		. Thus, 	C_X
56.26171875	Near		. That is, 	C_X
56.03248596191406	Near		. Therefore, 	C_X
55.47698974609375	Near		. In short, 	C_X
57.75779724121094	Near		. Again, 	C_X
56.34942626953125	Near		. I repeat, 	C_X
55.64453887939453	Near		; thus, 	C_X
55.15061950683594	Near		; that is, 	C_X
56.137367248535156	Near		; therefore, 	C_X
55.19475555419922	Near		; in short, 	C_X
57.28071594238281	Near		; again, 	C_X
55.868408203125	Near		; I repeat, 	C_X
56.54703140258789	By		. Thus, 	C_X
57.92537307739258	By		. That is, 	C_X
57.05013656616211	By		. Therefore, 	C_X
57.20629119873047	By		. In short, 	C_X
59.53966522216797	By		. Again, 	C_X
58.058555603027344	By		. I repeat, 	C_X
56.68970489501953	By		; thus, 	C_X
56.781272888183594	By		; that is, 	C_X
57.114768981933594	By		; therefore, 	C_X
56.84249496459961	By		; in short, 	C_X
59.19844055175781	By		; again, 	C_X
57.49863815307617	By		; I repeat, 	C_X
57.016441345214844	Near		. Thus, 	C_X
58.140316009521484	Near		. That is, 	C_X
57.68302917480469	Near		. Therefore, 	C_X
57.465049743652344	Near		. In short, 	C_X
59.831748962402344	Near		. Again, 	C_X
57.910526275634766	Near		. I repeat, 	C_X
57.20063400268555	Near		; thus, 	C_X
56.961669921875	Near		; that is, 	C_X
57.745872497558594	Near		; therefore, 	C_X
57.17538833618164	Near		; in short, 	C_X
59.30586624145508	Near		; again, 	C_X
57.5308952331543	Near		; I repeat, 	C_X
56.2375373840332	Near		. Thus, 	E_nX
56.57394790649414	By		. Thus, 	E_nX
57.041465759277344	Near		. Thus, 	E_nX
57.96607971191406	Near		. That is, 	E_nX
58.42725372314453	By		. That is, 	E_nX
58.86479568481445	Near		. That is, 	E_nX
57.280391693115234	Near		. Therefore, 	E_nX
57.2894287109375	By		. Therefore, 	E_nX
58.06897735595703	Near		. Therefore, 	E_nX
56.344512939453125	Near		. In short, 	E_nX
57.3400993347168	By		. In short, 	E_nX
57.43059158325195	Near		. In short, 	E_nX
58.873329162597656	Near		. Again, 	E_nX
59.83879852294922	By		. Again, 	E_nX
59.95895767211914	Near		. Again, 	E_nX
59.318702697753906	Near		. I repeat, 	E_nX
59.76728057861328	By		. I repeat, 	E_nX
60.0401725769043	Near		. I repeat, 	E_nX
56.28937911987305	Near		; thus, 	E_nX
56.5666618347168	By		; thus, 	E_nX
57.07442855834961	Near		; thus, 	E_nX
56.47372055053711	Near		; that is, 	E_nX
56.830223083496094	By		; that is, 	E_nX
57.34925842285156	Near		; that is, 	E_nX
57.130897521972656	Near		; therefore, 	E_nX
57.145538330078125	By		; therefore, 	E_nX
57.90996551513672	Near		; therefore, 	E_nX
55.89634704589844	Near		; in short, 	E_nX
56.81632614135742	By		; in short, 	E_nX
56.901771545410156	Near		; in short, 	E_nX
58.993648529052734	Near		; again, 	E_nX
59.84958267211914	By		; again, 	E_nX
60.20585250854492	Near		; again, 	E_nX
58.102378845214844	Near		; I repeat, 	E_nX
58.447425842285156	By		; I repeat, 	E_nX
58.78349685668945	Near		; I repeat, 	E_nX
56.2375373840332	Near		. Thus, 	E_nX
57.96607971191406	Near		. That is, 	E_nX
57.280391693115234	Near		. Therefore, 	E_nX
56.344512939453125	Near		. In short, 	E_nX
58.873329162597656	Near		. Again, 	E_nX
59.318702697753906	Near		. I repeat, 	E_nX
56.28937911987305	Near		; thus, 	E_nX
56.47372055053711	Near		; that is, 	E_nX
57.130897521972656	Near		; therefore, 	E_nX
55.89634704589844	Near		; in short, 	E_nX
58.993648529052734	Near		; again, 	E_nX
58.102378845214844	Near		; I repeat, 	E_nX
56.57394790649414	By		. Thus, 	E_nX
58.42725372314453	By		. That is, 	E_nX
57.2894287109375	By		. Therefore, 	E_nX
57.3400993347168	By		. In short, 	E_nX
59.83879852294922	By		. Again, 	E_nX
59.76728057861328	By		. I repeat, 	E_nX
56.5666618347168	By		; thus, 	E_nX
56.830223083496094	By		; that is, 	E_nX
57.145538330078125	By		; therefore, 	E_nX
56.81632614135742	By		; in short, 	E_nX
59.84958267211914	By		; again, 	E_nX
58.447425842285156	By		; I repeat, 	E_nX
57.041465759277344	Near		. Thus, 	E_nX
58.86479568481445	Near		. That is, 	E_nX
58.06897735595703	Near		. Therefore, 	E_nX
57.43059158325195	Near		. In short, 	E_nX
59.95895767211914	Near		. Again, 	E_nX
60.0401725769043	Near		. I repeat, 	E_nX
57.07442855834961	Near		; thus, 	E_nX
57.34925842285156	Near		; that is, 	E_nX
57.90996551513672	Near		; therefore, 	E_nX
56.901771545410156	Near		; in short, 	E_nX
60.20585250854492	Near		; again, 	E_nX
58.78349685668945	Near		; I repeat, 	E_nX
77.70652770996094	Near		. Thus, 	E_X
78.86567687988281	By		. Thus, 	E_X
79.07013702392578	Near		. Thus, 	E_X
79.98825073242188	Near		. That is, 	E_X
81.42251586914062	By		. That is, 	E_X
81.57083892822266	Near		. That is, 	E_X
79.43513488769531	Near		. Therefore, 	E_X
80.41961669921875	By		. Therefore, 	E_X
80.942626953125	Near		. Therefore, 	E_X
78.6664047241211	Near		. In short, 	E_X
80.75924682617188	By		. In short, 	E_X
80.53929901123047	Near		. In short, 	E_X
82.0147705078125	Near		. Again, 	E_X
83.9842300415039	By		. Again, 	E_X
83.81015014648438	Near		. Again, 	E_X
82.4273681640625	Near		. I repeat, 	E_X
83.65353393554688	By		. I repeat, 	E_X
83.68699645996094	Near		. I repeat, 	E_X
76.8846206665039	Near		; thus, 	E_X
77.88079833984375	By		; thus, 	E_X
78.27214050292969	Near		; thus, 	E_X
77.74440002441406	Near		; that is, 	E_X
78.89183807373047	By		; that is, 	E_X
79.31390380859375	Near		; that is, 	E_X
78.45571899414062	Near		; therefore, 	E_X
79.261962890625	By		; therefore, 	E_X
79.95970916748047	Near		; therefore, 	E_X
78.32087707519531	Near		; in short, 	E_X
80.06315612792969	By		; in short, 	E_X
80.24429321289062	Near		; in short, 	E_X
82.66390228271484	Near		; again, 	E_X
84.23613739013672	By		; again, 	E_X
84.57035064697266	Near		; again, 	E_X
80.35606384277344	Near		; I repeat, 	E_X
81.25906372070312	By		; I repeat, 	E_X
81.6459732055664	Near		; I repeat, 	E_X
77.70652770996094	Near		. Thus, 	E_X
79.98825073242188	Near		. That is, 	E_X
79.43513488769531	Near		. Therefore, 	E_X
78.6664047241211	Near		. In short, 	E_X
82.0147705078125	Near		. Again, 	E_X
82.4273681640625	Near		. I repeat, 	E_X
76.8846206665039	Near		; thus, 	E_X
77.74440002441406	Near		; that is, 	E_X
78.45571899414062	Near		; therefore, 	E_X
78.32087707519531	Near		; in short, 	E_X
82.66390228271484	Near		; again, 	E_X
80.35606384277344	Near		; I repeat, 	E_X
78.86567687988281	By		. Thus, 	E_X
81.42251586914062	By		. That is, 	E_X
80.41961669921875	By		. Therefore, 	E_X
80.75924682617188	By		. In short, 	E_X
83.9842300415039	By		. Again, 	E_X
83.65353393554688	By		. I repeat, 	E_X
77.88079833984375	By		; thus, 	E_X
78.89183807373047	By		; that is, 	E_X
79.261962890625	By		; therefore, 	E_X
80.06315612792969	By		; in short, 	E_X
84.23613739013672	By		; again, 	E_X
81.25906372070312	By		; I repeat, 	E_X
79.07013702392578	Near		. Thus, 	E_X
81.57083892822266	Near		. That is, 	E_X
80.942626953125	Near		. Therefore, 	E_X
80.53929901123047	Near		. In short, 	E_X
83.81015014648438	Near		. Again, 	E_X
83.68699645996094	Near		. I repeat, 	E_X
78.27214050292969	Near		; thus, 	E_X
79.31390380859375	Near		; that is, 	E_X
79.95970916748047	Near		; therefore, 	E_X
80.24429321289062	Near		; in short, 	E_X
84.57035064697266	Near		; again, 	E_X
81.6459732055664	Near		; I repeat, 	E_X
33.336769104003906	Near		. Thus, 	C_nX
33.35166931152344	By		. Thus, 	C_nX
34.1845703125	Near		. Thus, 	C_nX
34.17583465576172	Near		. That is, 	C_nX
34.40003967285156	By		. That is, 	C_nX
35.04276657104492	Near		. That is, 	C_nX
33.43870544433594	Near		. Therefore, 	C_nX
33.391456604003906	By		. Therefore, 	C_nX
34.284080505371094	Near		. Therefore, 	C_nX
33.572792053222656	Near		. In short, 	C_nX
33.965576171875	By		. In short, 	C_nX
34.488468170166016	Near		. In short, 	C_nX
34.908756256103516	Near		. Again, 	C_nX
35.32891082763672	By		. Again, 	C_nX
35.83283996582031	Near		. Again, 	C_nX
34.770050048828125	Near		. I repeat, 	C_nX
34.826087951660156	By		. I repeat, 	C_nX
35.471466064453125	Near		. I repeat, 	C_nX
33.22831344604492	Near		; thus, 	C_nX
33.12103271484375	By		; thus, 	C_nX
34.06525421142578	Near		; thus, 	C_nX
32.75178909301758	Near		; that is, 	C_nX
32.966835021972656	By		; that is, 	C_nX
33.59712600708008	Near		; that is, 	C_nX
33.345787048339844	Near		; therefore, 	C_nX
33.152252197265625	By		; therefore, 	C_nX
34.168556213378906	Near		; therefore, 	C_nX
32.91338348388672	Near		; in short, 	C_nX
33.314693450927734	By		; in short, 	C_nX
33.917945861816406	Near		; in short, 	C_nX
34.438194274902344	Near		; again, 	C_nX
34.594451904296875	By		; again, 	C_nX
35.38349533081055	Near		; again, 	C_nX
33.68572998046875	Near		; I repeat, 	C_nX
33.8220329284668	By		; I repeat, 	C_nX
34.44129943847656	Near		; I repeat, 	C_nX
33.336769104003906	Near		. Thus, 	C_nX
34.17583465576172	Near		. That is, 	C_nX
33.43870544433594	Near		. Therefore, 	C_nX
33.572792053222656	Near		. In short, 	C_nX
34.908756256103516	Near		. Again, 	C_nX
34.770050048828125	Near		. I repeat, 	C_nX
33.22831344604492	Near		; thus, 	C_nX
32.75178909301758	Near		; that is, 	C_nX
33.345787048339844	Near		; therefore, 	C_nX
32.91338348388672	Near		; in short, 	C_nX
34.438194274902344	Near		; again, 	C_nX
33.68572998046875	Near		; I repeat, 	C_nX
33.35166931152344	By		. Thus, 	C_nX
34.40003967285156	By		. That is, 	C_nX
33.391456604003906	By		. Therefore, 	C_nX
33.965576171875	By		. In short, 	C_nX
35.32891082763672	By		. Again, 	C_nX
34.826087951660156	By		. I repeat, 	C_nX
33.12103271484375	By		; thus, 	C_nX
32.966835021972656	By		; that is, 	C_nX
33.152252197265625	By		; therefore, 	C_nX
33.314693450927734	By		; in short, 	C_nX
34.594451904296875	By		; again, 	C_nX
33.8220329284668	By		; I repeat, 	C_nX
34.1845703125	Near		. Thus, 	C_nX
35.04276657104492	Near		. That is, 	C_nX
34.284080505371094	Near		. Therefore, 	C_nX
34.488468170166016	Near		. In short, 	C_nX
35.83283996582031	Near		. Again, 	C_nX
35.471466064453125	Near		. I repeat, 	C_nX
34.06525421142578	Near		; thus, 	C_nX
33.59712600708008	Near		; that is, 	C_nX
34.168556213378906	Near		; therefore, 	C_nX
33.917945861816406	Near		; in short, 	C_nX
35.38349533081055	Near		; again, 	C_nX
34.44129943847656	Near		; I repeat, 	C_nX
54.95310592651367	Near		. Thus, 	C_X
55.913177490234375	By		. Thus, 	C_X
56.488731384277344	Near		. Thus, 	C_X
56.445899963378906	Near		. That is, 	C_X
57.792537689208984	By		. That is, 	C_X
58.10600280761719	Near		. That is, 	C_X
55.81806182861328	Near		. Therefore, 	C_X
56.787784576416016	By		. Therefore, 	C_X
57.42200469970703	Near		. Therefore, 	C_X
56.09002685546875	Near		. In short, 	C_X
57.747955322265625	By		. In short, 	C_X
57.87345504760742	Near		. In short, 	C_X
58.51298904418945	Near		. Again, 	C_X
59.9677734375	By		. Again, 	C_X
60.16119384765625	Near		. Again, 	C_X
58.518402099609375	Near		. I repeat, 	C_X
59.5362548828125	By		. I repeat, 	C_X
59.742916107177734	Near		. I repeat, 	C_X
53.836795806884766	Near		; thus, 	C_X
54.493045806884766	By		; thus, 	C_X
55.39542007446289	Near		; thus, 	C_X
54.22419738769531	Near		; that is, 	C_X
55.49083709716797	By		; that is, 	C_X
55.929481506347656	Near		; that is, 	C_X
54.800567626953125	Near		; therefore, 	C_X
55.49980926513672	By		; therefore, 	C_X
56.43279266357422	Near		; therefore, 	C_X
55.478179931640625	Near		; in short, 	C_X
56.92706298828125	By		; in short, 	C_X
57.43267822265625	Near		; in short, 	C_X
58.015235900878906	Near		; again, 	C_X
58.969947814941406	By		; again, 	C_X
59.61622619628906	Near		; again, 	C_X
56.441375732421875	Near		; I repeat, 	C_X
57.292945861816406	By		; I repeat, 	C_X
57.75541687011719	Near		; I repeat, 	C_X
54.95310592651367	Near		. Thus, 	C_X
56.445899963378906	Near		. That is, 	C_X
55.81806182861328	Near		. Therefore, 	C_X
56.09002685546875	Near		. In short, 	C_X
58.51298904418945	Near		. Again, 	C_X
58.518402099609375	Near		. I repeat, 	C_X
53.836795806884766	Near		; thus, 	C_X
54.22419738769531	Near		; that is, 	C_X
54.800567626953125	Near		; therefore, 	C_X
55.478179931640625	Near		; in short, 	C_X
58.015235900878906	Near		; again, 	C_X
56.441375732421875	Near		; I repeat, 	C_X
55.913177490234375	By		. Thus, 	C_X
57.792537689208984	By		. That is, 	C_X
56.787784576416016	By		. Therefore, 	C_X
57.747955322265625	By		. In short, 	C_X
59.9677734375	By		. Again, 	C_X
59.5362548828125	By		. I repeat, 	C_X
54.493045806884766	By		; thus, 	C_X
55.49083709716797	By		; that is, 	C_X
55.49980926513672	By		; therefore, 	C_X
56.92706298828125	By		; in short, 	C_X
58.969947814941406	By		; again, 	C_X
57.292945861816406	By		; I repeat, 	C_X
56.488731384277344	Near		. Thus, 	C_X
58.10600280761719	Near		. That is, 	C_X
57.42200469970703	Near		. Therefore, 	C_X
57.87345504760742	Near		. In short, 	C_X
60.16119384765625	Near		. Again, 	C_X
59.742916107177734	Near		. I repeat, 	C_X
55.39542007446289	Near		; thus, 	C_X
55.929481506347656	Near		; that is, 	C_X
56.43279266357422	Near		; therefore, 	C_X
57.43267822265625	Near		; in short, 	C_X
59.61622619628906	Near		; again, 	C_X
57.75541687011719	Near		; I repeat, 	C_X
33.678646087646484	Near		. Thus, 	E_nX
34.01261901855469	By		. Thus, 	E_nX
34.25791931152344	Near		. Thus, 	E_nX
34.70948791503906	Near		. That is, 	E_nX
35.30347442626953	By		. That is, 	E_nX
35.35484313964844	Near		. That is, 	E_nX
33.73936462402344	Near		. Therefore, 	E_nX
34.018741607666016	By		. Therefore, 	E_nX
34.34202194213867	Near		. Therefore, 	E_nX
34.01234436035156	Near		. In short, 	E_nX
34.63581848144531	By		. In short, 	E_nX
34.56895446777344	Near		. In short, 	E_nX
35.51279067993164	Near		. Again, 	E_nX
36.17792892456055	By		. Again, 	E_nX
36.2351188659668	Near		. Again, 	E_nX
36.116432189941406	Near		. I repeat, 	E_nX
36.458526611328125	By		. I repeat, 	E_nX
36.679229736328125	Near		. I repeat, 	E_nX
33.621299743652344	Near		; thus, 	E_nX
33.81039810180664	By		; thus, 	E_nX
34.20051574707031	Near		; thus, 	E_nX
33.49555587768555	Near		; that is, 	E_nX
34.039695739746094	By		; that is, 	E_nX
34.1817741394043	Near		; that is, 	E_nX
33.73897171020508	Near		; therefore, 	E_nX
33.838016510009766	By		; therefore, 	E_nX
34.33353042602539	Near		; therefore, 	E_nX
33.46147537231445	Near		; in short, 	E_nX
34.10384750366211	By		; in short, 	E_nX
34.13539123535156	Near		; in short, 	E_nX
35.37361145019531	Near		; again, 	E_nX
35.795127868652344	By		; again, 	E_nX
36.177825927734375	Near		; again, 	E_nX
34.931732177734375	Near		; I repeat, 	E_nX
35.30991744995117	By		; I repeat, 	E_nX
35.60505676269531	Near		; I repeat, 	E_nX
33.678646087646484	Near		. Thus, 	E_nX
34.70948791503906	Near		. That is, 	E_nX
33.73936462402344	Near		. Therefore, 	E_nX
34.01234436035156	Near		. In short, 	E_nX
35.51279067993164	Near		. Again, 	E_nX
36.116432189941406	Near		. I repeat, 	E_nX
33.621299743652344	Near		; thus, 	E_nX
33.49555587768555	Near		; that is, 	E_nX
33.73897171020508	Near		; therefore, 	E_nX
33.46147537231445	Near		; in short, 	E_nX
35.37361145019531	Near		; again, 	E_nX
34.931732177734375	Near		; I repeat, 	E_nX
34.01261901855469	By		. Thus, 	E_nX
35.30347442626953	By		. That is, 	E_nX
34.018741607666016	By		. Therefore, 	E_nX
34.63581848144531	By		. In short, 	E_nX
36.17792892456055	By		. Again, 	E_nX
36.458526611328125	By		. I repeat, 	E_nX
33.81039810180664	By		; thus, 	E_nX
34.039695739746094	By		; that is, 	E_nX
33.838016510009766	By		; therefore, 	E_nX
34.10384750366211	By		; in short, 	E_nX
35.795127868652344	By		; again, 	E_nX
35.30991744995117	By		; I repeat, 	E_nX
34.25791931152344	Near		. Thus, 	E_nX
35.35484313964844	Near		. That is, 	E_nX
34.34202194213867	Near		. Therefore, 	E_nX
34.56895446777344	Near		. In short, 	E_nX
36.2351188659668	Near		. Again, 	E_nX
36.679229736328125	Near		. I repeat, 	E_nX
34.20051574707031	Near		; thus, 	E_nX
34.1817741394043	Near		; that is, 	E_nX
34.33353042602539	Near		; therefore, 	E_nX
34.13539123535156	Near		; in short, 	E_nX
36.177825927734375	Near		; again, 	E_nX
35.60505676269531	Near		; I repeat, 	E_nX
55.50420379638672	Near		. Thus, 	E_X
56.982139587402344	By		. Thus, 	E_X
56.61785888671875	Near		. Thus, 	E_X
57.39967346191406	Near		. That is, 	E_X
59.154052734375	By		. That is, 	E_X
58.55915069580078	Near		. That is, 	E_X
56.317039489746094	Near		. Therefore, 	E_X
57.91291809082031	By		. Therefore, 	E_X
57.566192626953125	Near		. Therefore, 	E_X
56.81743240356445	Near		. In short, 	E_X
58.75600814819336	By		. In short, 	E_X
57.9920539855957	Near		. In short, 	E_X
59.02123260498047	Near		. Again, 	E_X
60.79164123535156	By		. Again, 	E_X
60.22753143310547	Near		. Again, 	E_X
60.13990020751953	Near		. I repeat, 	E_X
61.62786865234375	By		. I repeat, 	E_X
61.150733947753906	Near		. I repeat, 	E_X
54.40756607055664	Near		; thus, 	E_X
55.5750732421875	By		; thus, 	E_X
55.57029724121094	Near		; thus, 	E_X
55.57881164550781	Near		; that is, 	E_X
57.317039489746094	By		; that is, 	E_X
56.9799690246582	Near		; that is, 	E_X
55.41348648071289	Near		; therefore, 	E_X
56.673255920410156	By		; therefore, 	E_X
56.72886657714844	Near		; therefore, 	E_X
56.44349670410156	Near		; in short, 	E_X
58.234352111816406	By		; in short, 	E_X
57.856483459472656	Near		; in short, 	E_X
59.098289489746094	Near		; again, 	E_X
60.343284606933594	By		; again, 	E_X
60.44439697265625	Near		; again, 	E_X
58.171546936035156	Near		; I repeat, 	E_X
59.44961929321289	By		; I repeat, 	E_X
59.37889862060547	Near		; I repeat, 	E_X
55.50420379638672	Near		. Thus, 	E_X
57.39967346191406	Near		. That is, 	E_X
56.317039489746094	Near		. Therefore, 	E_X
56.81743240356445	Near		. In short, 	E_X
59.02123260498047	Near		. Again, 	E_X
60.13990020751953	Near		. I repeat, 	E_X
54.40756607055664	Near		; thus, 	E_X
55.57881164550781	Near		; that is, 	E_X
55.41348648071289	Near		; therefore, 	E_X
56.44349670410156	Near		; in short, 	E_X
59.098289489746094	Near		; again, 	E_X
58.171546936035156	Near		; I repeat, 	E_X
56.982139587402344	By		. Thus, 	E_X
59.154052734375	By		. That is, 	E_X
57.91291809082031	By		. Therefore, 	E_X
58.75600814819336	By		. In short, 	E_X
60.79164123535156	By		. Again, 	E_X
61.62786865234375	By		. I repeat, 	E_X
55.5750732421875	By		; thus, 	E_X
57.317039489746094	By		; that is, 	E_X
56.673255920410156	By		; therefore, 	E_X
58.234352111816406	By		; in short, 	E_X
60.343284606933594	By		; again, 	E_X
59.44961929321289	By		; I repeat, 	E_X
56.61785888671875	Near		. Thus, 	E_X
58.55915069580078	Near		. That is, 	E_X
57.566192626953125	Near		. Therefore, 	E_X
57.9920539855957	Near		. In short, 	E_X
60.22753143310547	Near		. Again, 	E_X
61.150733947753906	Near		. I repeat, 	E_X
55.57029724121094	Near		; thus, 	E_X
56.9799690246582	Near		; that is, 	E_X
56.72886657714844	Near		; therefore, 	E_X
57.856483459472656	Near		; in short, 	E_X
60.44439697265625	Near		; again, 	E_X
59.37889862060547	Near		; I repeat, 	E_X
55.90734100341797	Near		. Thus, 	C_nX
57.212432861328125	By		. Thus, 	C_nX
57.61145782470703	Near		. Thus, 	C_nX
56.89786911010742	Near		. That is, 	C_nX
58.710025787353516	By		. That is, 	C_nX
58.870704650878906	Near		. That is, 	C_nX
56.77359390258789	Near		. Therefore, 	C_nX
57.91919708251953	By		. Therefore, 	C_nX
58.46845626831055	Near		. Therefore, 	C_nX
55.742347717285156	Near		. In short, 	C_nX
57.55158615112305	By		. In short, 	C_nX
57.73400115966797	Near		. In short, 	C_nX
58.19294738769531	Near		. Again, 	C_nX
60.10517120361328	By		. Again, 	C_nX
60.39944076538086	Near		. Again, 	C_nX
58.41282653808594	Near		. I repeat, 	C_nX
60.10476303100586	By		. I repeat, 	C_nX
59.85004425048828	Near		. I repeat, 	C_nX
56.40826416015625	Near		; thus, 	C_nX
57.55750274658203	By		; thus, 	C_nX
57.98986053466797	Near		; thus, 	C_nX
55.9336051940918	Near		; that is, 	C_nX
57.65009307861328	By		; that is, 	C_nX
57.77613067626953	Near		; that is, 	C_nX
57.168426513671875	Near		; therefore, 	C_nX
58.241329193115234	By		; therefore, 	C_nX
58.74500274658203	Near		; therefore, 	C_nX
55.72565460205078	Near		; in short, 	C_nX
57.45220947265625	By		; in short, 	C_nX
57.63020324707031	Near		; in short, 	C_nX
58.5771484375	Near		; again, 	C_nX
60.61516571044922	By		; again, 	C_nX
60.62347412109375	Near		; again, 	C_nX
57.70691680908203	Near		; I repeat, 	C_nX
59.398109436035156	By		; I repeat, 	C_nX
59.28371810913086	Near		; I repeat, 	C_nX
55.90734100341797	Near		. Thus, 	C_nX
56.89786911010742	Near		. That is, 	C_nX
56.77359390258789	Near		. Therefore, 	C_nX
55.742347717285156	Near		. In short, 	C_nX
58.19294738769531	Near		. Again, 	C_nX
58.41282653808594	Near		. I repeat, 	C_nX
56.40826416015625	Near		; thus, 	C_nX
55.9336051940918	Near		; that is, 	C_nX
57.168426513671875	Near		; therefore, 	C_nX
55.72565460205078	Near		; in short, 	C_nX
58.5771484375	Near		; again, 	C_nX
57.70691680908203	Near		; I repeat, 	C_nX
57.212432861328125	By		. Thus, 	C_nX
58.710025787353516	By		. That is, 	C_nX
57.91919708251953	By		. Therefore, 	C_nX
57.55158615112305	By		. In short, 	C_nX
60.10517120361328	By		. Again, 	C_nX
60.10476303100586	By		. I repeat, 	C_nX
57.55750274658203	By		; thus, 	C_nX
57.65009307861328	By		; that is, 	C_nX
58.241329193115234	By		; therefore, 	C_nX
57.45220947265625	By		; in short, 	C_nX
60.61516571044922	By		; again, 	C_nX
59.398109436035156	By		; I repeat, 	C_nX
57.61145782470703	Near		. Thus, 	C_nX
58.870704650878906	Near		. That is, 	C_nX
58.46845626831055	Near		. Therefore, 	C_nX
57.73400115966797	Near		. In short, 	C_nX
60.39944076538086	Near		. Again, 	C_nX
59.85004425048828	Near		. I repeat, 	C_nX
57.98986053466797	Near		; thus, 	C_nX
57.77613067626953	Near		; that is, 	C_nX
58.74500274658203	Near		; therefore, 	C_nX
57.63020324707031	Near		; in short, 	C_nX
60.62347412109375	Near		; again, 	C_nX
59.28371810913086	Near		; I repeat, 	C_nX
77.29981994628906	Near		. Thus, 	C_X
79.6037368774414	By		. Thus, 	C_X
79.34548950195312	Near		. Thus, 	C_X
78.32369232177734	Near		. That is, 	C_X
81.63294982910156	By		. That is, 	C_X
80.82536315917969	Near		. That is, 	C_X
78.91234588623047	Near		. Therefore, 	C_X
81.2377700805664	By		. Therefore, 	C_X
81.04068756103516	Near		. Therefore, 	C_X
77.73652648925781	Near		. In short, 	C_X
80.7762222290039	By		. In short, 	C_X
80.20931243896484	Near		. In short, 	C_X
80.87177276611328	Near		. Again, 	C_X
83.98490142822266	By		. Again, 	C_X
83.59028625488281	Near		. Again, 	C_X
80.81665802001953	Near		. I repeat, 	C_X
83.80823516845703	By		. I repeat, 	C_X
82.68707275390625	Near		. I repeat, 	C_X
76.89571380615234	Near		; thus, 	C_X
79.08081817626953	By		; thus, 	C_X
78.87800598144531	Near		; thus, 	C_X
76.78667449951172	Near		; that is, 	C_X
79.9933853149414	By		; that is, 	C_X
79.25428009033203	Near		; that is, 	C_X
78.34870910644531	Near		; therefore, 	C_X
80.63626861572266	By		; therefore, 	C_X
80.44424438476562	Near		; therefore, 	C_X
77.63520812988281	Near		; in short, 	C_X
80.58914184570312	By		; in short, 	C_X
80.16618347167969	Near		; in short, 	C_X
81.4365463256836	Near		; again, 	C_X
84.7788314819336	By		; again, 	C_X
84.17723083496094	Near		; again, 	C_X
79.28805541992188	Near		; I repeat, 	C_X
82.15824890136719	By		; I repeat, 	C_X
81.4232406616211	Near		; I repeat, 	C_X
77.29981994628906	Near		. Thus, 	C_X
